Адрес на 30.08.2021;Широта;Долгота;;;
ул.Молодогвардейская, д.13, г. Москва;55.73362;37.429299;;;
МКАД 66 км, внешняя сторона, вл.3 по МКАД 65 км, г. Москва;55.812629;37.389253;;;
Дмитровское ш., д.159, г. Москва;55.905033;37.542622;;;
ул.Вяземская, д.13, г. Москва;55.710273;37.405407;;;
Волоколамское ш., д.30, г. Москва;55.812341;37.478598;;;
"Киевское ш., ООТ ""Картмазово"", в центр, Московский п-е, г. Москва";55.617705;37.387361;;;
Севастопольский просп., напротив д.31, к.1, г. Москва;55.676051;37.59176;;;
Севастопольский просп., д.35, г. Москва;55.674865;37.590965;;;
Киевское ш., 55 км, Новофедоровское п-е, г. Москва;55.486005;36.950548;;;
ул.Рябиновая, напротив д.55, с.3, г. Москва;55.691818;37.42617;;;
Крымский вал, напротив д.9, с.45, г. Москва;55.733;37.602435;;;
ул.Профсоюзная, д.41А по ул. Генерала Тюленева, г. Москва;55.613207;37.495394;;;
ул.Голубинская, д.9, г. Москва;55.60486;37.5112;;;
Ломоносовский просп., напротив д.8, с.1 по Мичуринскому просп., г. Москва;55.706172;37.514055;;;
Рязанский просп., д.55/1, г. Москва;55.723231;37.769157;;;
"а/д ""М1 Беларусь-Крекшино-Троицк"", поворот на д. Анкудиново от Минского ш., д. Анкудиново, Марушкинское п-е, г. Москва";55.564637;37.152095;;;
"а/д ""М1 Беларусь-Крекшино-Троицк"", поворот на д. Анкудиново от Киевского шоссе, д. Анкудиново, Марушкинское п-е, г. Москва";55.565117;37.152892;;;
Панфиловский просп., д.1, г. Зеленоград, г. Москва;56.004001;37.197639;;;
ул.Фабрициуса, напротив д.30, г. Москва;55.843476;37.438778;;;
ул.Сходненская, д.19/13, г. Москва;55.843335;37.439078;;;
ул.Сходненская, д.26 по ул. Фабрициуса, г. Москва;55.843626;37.439494;;;
Боровское ш., д.38, г. Москва;55.638208;37.352499;;;
Рязанский просп., дублер, напротив д.76/2, г. Москва;55.711617;37.819395;;;
Каширское ш., дублер, напротив д.13 по Ореховому бул., г. Москва;55.611198;37.717947;;;
Нижнелихоборский 3-Й проезд, д.61, к.1 по Дмитровскому ш., г. Москва;55.846262;37.567628;;;
ул.Профсоюзная, дублер, напротив д.1 по ул. Теплый Стан, г. Москва;55.619473;37.504865;;;
Боровское ш., д.47, г. Москва;55.638589;37.353811;;;
Балаклавский просп., д.18, к.1, г. Москва;55.641741;37.60224;;;
Балаклавский просп., д.7, г. Москва;55.641312;37.604367;;;
Каширское ш., д.24, с.3, г. Москва;55.655563;37.647214;;;
ул.Милашенкова, д.20, из центра, г. Москва;55.82992;37.578089;;;
ул.Милашенкова, д.11, к.1, г. Москва;55.824591;37.58493;;;
ул.Академика Королева, д.12, г. Москва;55.821644;37.606664;;;
Бутырский вал, д.22, с.3, г. Москва;55.780621;37.586001;;;
ул.Лесная, д.61, с.4, г. Москва;55.782558;37.594416;;;
ул.Летчика Бабушкина, д.38, к.1, г. Москва;55.8724;37.677282;;;
Ярославское ш., д.142, из центра, г. Москва;55.876191;37.718255;;;
Анадырский проезд, д.47, к.1, г. Москва;55.873571;37.699536;;;
Ореховый бул., д.11, к.1, г. Москва;55.610232;37.712978;;;
ул.Борисовские Пруды, напротив д.19, к.1, г. Москва;55.63535;37.722495;;;
Ореховый проезд, напротив д.10, к.1 по ул.Мусы Джалиля, г. Москва;55.626679;37.737618;;;
ул.Ясеневая, д.17, г. Москва;55.603038;37.729814;;;
Бесединское ш., у вл.15, г. Москва;55.622971;37.76057;;;
ул.Борисовские Пруды, д.22, к.1, г. Москва;55.639211;37.752956;;;
ул.Бориса Галушкина, д.184, к.2 по проспекту Мира, г. Москва;55.826113;37.649612;;;
Мира просп., д.142, (дублер), г. Москва;55.820158;37.641058;;;
ул.Енисейская, д.2, к.2, г. Москва;55.855874;37.663439;;;
"МКАД 94 км, внешняя сторона, 810 метров до ООТ ""Поворот на Мытищи"", г. Москва";55.885283;37.720013;;;
Мира просп., д.103, г. Москва;55.813177;37.637696;;;
ул.Академика Королева, напротив д.15А, г. Москва;55.821681;37.615539;;;
Звездный бул., д.24, г. Москва;55.814819;37.628326;;;
ул.Тимирязевская, д.16, г. Москва;55.81453;37.565617;;;
Дмитровское ш., напротив д.1, к.1, г. Москва;55.81088;37.579401;;;
Алтуфьевское ш., д.1, к.1, в центр, г. Москва;55.848177;37.584586;;;
Дмитровское ш., д.43, к.1, г. Москва;55.833755;37.572631;;;
Дмитровское ш., напротив д.9, г. Москва;55.815721;37.576687;;;
Дмитровское ш., д.64, к.3, г. Москва;55.856456;37.561497;;;
Алтуфьевское ш., д.86, г. Москва;55.896448;37.587103;;;
ул.Тимирязевская, д.58, г. Москва;55.834499;37.549354;;;
ул.Липецкая, д.14, к.1, г. Москва;55.597362;37.67166;;;
ул.Липецкая, напротив д.4, к.1, г. Москва;55.600577;37.671297;;;
Булатниковский проезд, напротив д.1Б по ул.Харьковская, г. Москва;55.585762;37.657296;;;
Проектируемый проезд № 5108, д.6, к.1 по Элеваторной ул., г. Москва;55.602009;37.656988;;;
ул.Липецкая, напротив д.34/25, г. Москва;55.587132;37.676948;;;
Проектируемый проезд № 5108, у д.15Б, с.12, по ул. Подольских Курсантов, г. Москва;55.601925;37.641876;;;
ул.Подольских Курсантов, вл.5, г. Москва;55.608623;37.619192;;;
Варшавское ш., д.21, г. Москва;55.695772;37.62115;;;
Варшавское ш., д.33, с.12, г. Москва;55.692076;37.621841;;;
Проектируемый проезд № 5108, д.7, с.62 по ул.6-я Радиальная, г. Москва;55.602276;37.656929;;;
Ленинградское ш., д.8, к.2, из центра, г. Москва;55.817318;37.49953;;;
Волоколамское ш., д.22, дублер, из центра, г. Москва;55.810666;37.487855;;;
Ленинградское ш., д.29, г. Москва;55.831014;37.487656;;;
Дмитровское ш., напротив д.157, с.7, г. Москва;55.901083;37.543441;;;
Дмитровское ш., д.118Б, г. Москва;55.905213;37.543239;;;
Андропова просп., д.8, дублёр, из центра, г. Москва;55.696236;37.666213;;;
Варшавское ш., д.11, г. Москва;55.700304;37.620938;;;
Андропова просп., д.10, дублёр, из центра, г. Москва;55.693803;37.665922;;;
Андропова просп., д.10, к.3, г. Москва;55.691949;37.665762;;;
Каширское ш., д.57, к.2, г. Москва;55.636446;37.695657;;;
ул.Профсоюзная, д.43, к.1, г. Москва;55.66785;37.552466;;;
ул.Профсоюзная, д.60, к.1, г. Москва;55.667961;37.551952;;;
ул.Профсоюзная, д.62, г. Москва;55.666429;37.550313;;;
ул.Профсоюзная, д.142, из центра, г. Москва;55.625446;37.512069;;;
Дмитровское ш., д.157, с.5, г. Москва;55.900433;37.543093;;;
ул.Подольских Курсантов, д.14, к.1, г. Москва;55.608075;37.619795;;;
МКАД 31 км., д.1, внешняя сторона, г. Москва;55.573651;37.633319;;;
МКАД 44 км д.1, внешняя сторона, г. Москва;55.633024;37.466434;;;
Ленинградский просп., д.29, к.1, дублер в центр, г. Москва;55.786039;37.563345;;;
Аминьевское ш., напротив д.34, г. Москва;55.720596;37.450145;;;
Можайское ш., д.31, к.1, дублер в центр, г. Москва;55.719219;37.420694;;;
Мира просп., д.112, г. Москва;55.8076;37.637291;;;
Мира просп., д.110/2, г. Москва;55.805056;37.636948;;;
Каширское ш., напротив д.34А, в центр, г. Москва;55.653009;37.653691;;;
Андропова просп., пересечение с ул. Маршала Шестопалова, из центра, г. Москва;55.658748;37.653644;;;
Андропова просп., д.30, г. Москва;55.67871;37.663429;;;
Нагатинская наб., напротив д.40А, г. Москва;55.686411;37.672786;;;
Каширское ш., д.46, к.1, г. Москва;55.648113;37.665129;;;
